,Sector,Category,Crop,QueryType,QueryText,KccAns,DistrictName,isPaddy
10741,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy ,Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water),BARGARH,1
10745,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer dosage in Paddy seedlings,"Recommended to use DAP-4kg,Potash-2.5kg,Zn sulphate-1kg",BARGARH,1
10751,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,"Preemergency weed management in paddy
","Recommended to apply pretilachlor 50ec @ 400ml per acre as pre-emergency weed management in paddy
",BARGARH,1
10752,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Fertilizer dose for paddy,Fertilizer dose for paddy - Recommended to apply 35kg DAP + 5kg urea + 15kg potash per acre,BARGARH,1
10754,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in Paddy,Recommended to spray Flubendiamide 20% WG@ 7g in 15 liter water to control Stem borer in Paddy.,BARGARH,1
10755,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Weed management in paddy ,Recommended to spray Pyrazosulphuron ethyl 10% WP ( Saathi ) @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 litre of water) for weed management in Paddy within 3-15 days.,BARGARH,1
10756,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer dose for paddy,"Recommended to apply fertilizer dose for paddy urea-6kg, potash-20kg, DAP-30kg/acre.",BARGARH,1
10758,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,Recommended to spray cartap hydrochloride 50SP @2gm in 1 liter of water.,BARGARH,1
10759,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Second Fertilizer Dose in Rice,"ପରେ ପିଲ ସାର ରେ Urea @ 20 kg, Zinc sulphate @ 10 kg କିମ୍ବା  Maha zinc @ 5 kg and Ferterra କିମ୍ବା  Thimet @ 4 kg ଏକର ପିଛା ପ୍ରୟୋଗ କରନ୍ତୁ , ପିଲ ବଢେଇବା ପାଇଁ Dhanzyme gold (granule) @ ୫ କେଜି କୁ ୨୦ କେଜି ବାଲି କିମ୍ବା Sagarika(Liquid micronutrient) @ ୨ ମିଲି କୁ ୧ ଲିଟର ପାଣି ରେ ମିଶେଇ ସ୍ପ୍ରେ କରିପାରିବେ in Rice",BARGARH,1
10767,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Preemergence weed management in Paddy field,Recommended to spray Pyrazosulfuran ethyl 10%WP @ 80gm per acre as Pre-emergence weed management in Paddy field.,BARGARH,1
10783,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Fertilizer doses in paddy at Tillering stage,"ଏହାର ୨୧ ଦିନ ପରେ ପିଲ ସାର ରେ Urea @ 20 kg, Zinc sulphate @ 10 kg and ferterra @ 4 kg per acre and nanourea @3-4 ml per litre of water .",BARGARH,1
10784,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gall midge in Paddy,Recommended to spray Diafenthiuron 50%WP @ 18gm with 15 liter of water for control of Gall midge in Paddy.,BARGARH,1
10790,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer doses in paddy  stage,"ଧାନ ରେ ମୂଳ ସାର ହିସାବ ରେ Urea @ 4 kg, DAP @ 35 kg and MOP @ 15 kg ଏକର ପିଛା ପ୍ରୟୋଗ କରନ୍ତୁ. ଏହାର ୨୧ ଦିନ ପରେ ପିଲ ସାର ରେ Urea @ 20 kg, Zinc sulphate @ 10 kg କିମ୍ବା  Maha zinc @ 5 kg and Ferterra କିମ୍ବା  Thimet @ 4 kg ଏକର ପିଛା ପ୍ରୟୋଗ କରନ୍ତୁ. ଥୋଡବାହାରିବା ସମୟ ରେ Urea @ 20 kg and MOP @ 10 kg ଏକର ପିଛା ଦିଅନ୍ତୁ.",BARGARH,1
10793,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Nutrient doses in Paddy,"ଧାନ ରେ ମୂଳ ସାର ହିସାବ ରେ Urea @ 4 kg, DAP @ 35 kg and MOP @ 15 kg ଏକର ପିଛା ପ୍ରୟୋଗ କରନ୍ତୁ. ଏହାର ୨୧ ଦିନ ପରେ ପିଲ ସାର ରେ Urea @ 20 kg, Zinc sulphate @ 10 kg କିମ୍ବା  Maha zinc @ 5 kg and Ferterra କିମ୍ବା  Thimet @ 4 kg ଏକର ପିଛା ପ୍ରୟୋଗ କରନ୍ତୁ. ଥୋଡବାହାରିବା ସମୟ ରେ Urea @ 20 kg ଏକର ପିଛା ଦିଅନ୍ତୁ.",BARGARH,1
10794,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Which vitamin is good for Paddy along with fertilizer,"--Better tillering and root growth in paddy = Recommended to apply SAGARIKA Z++ ( sea weed fortified granules ) @ 10 kg per 1 acre of land 
--ଧାନ ରେ ମୂଳ ସାର ହିସାବ ରେ Urea @ 4 kg, DAP @ 35 kg and MOP @ 15 kg",BARGARH,1
10797,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Tillering fertilizer dose for rice cultivation,"Tillering fertilizer dose of rice
   ୨୧ ଦିନ ପରେ ପିଲ ସାର ରେ Urea @ 20 kg,potash-15 kg as not given as basal time, Zinc sulphate @ 10 kg କିମ୍ବା  Maha zinc @ 5 kg and Ferterra କିମ୍ବା  Thimet @ 4 kg ଏକର ପିଛା ପ୍ରୟୋଗ କରନ୍ତୁ + SAGARIKA Z++ ( sea weed fortified granules ) @ 10 kg per 1 acre of land .",BARGARH,1
10799,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in Paddy,Bispyribac sodium 10% SC (Nominee gold) @ 6 ml per 15 litre of water for Weed management in Paddy,BARGARH,1
10803,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Uses and dose of Biofitbio 99 ,Bio-99 is a non-ionic silicon-based spray additive. Dose is 5ml with 15 litre of water,BARGARH,1
10808,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Boom flower dosage related query,recommended to use Bomm flower @500gm per acre of land.,BARGARH,1
10811,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Fertilizer doses in paddy,"ଧାନ ତଳି ଘେରା ରେ ସାର ହିସାବ ରେ DAP @ 4 kg, MOP @ 2.5 kg ଏବଂ Zinc sulphate @ 1 kg ଦିଅନ୍ତୁ ୧୦ ଡେସିମିଲ ପିଛା. ଏବଂ ତା ସହିତ Carbofuran 3G @ 1 kg ପ୍ରୟୋଗ କରନ୍ତୁ.",BARGARH,1
10812,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Inquiry about Coreon herbicide application time ,Advise to spray 0-7 day after sowing @800ml/200lt of water (4ml/lt of water) or you can mix it with sand and apply,BARGARH,1
10813,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Doses of Saathi,"Recommended dose of Pyrazosulphuron ethyl 10% WP ( Saathi ) is @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 litre of water) for weed management in Paddy
",BARGARH,1
10818,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer dose for Paddy ,Recommended dose is Urea@25 kg and Zinc sulphate @10 kg per acre of land,BARGARH,1
10820,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Can Rice up used for weed management in paddy after 20 days,Yes Rice up can be used as post emergence herbicide,BARGARH,1
10821,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Preemergence weed management in paddy field,Recommended to apply Pyrazosulfuran erthyl 10WP @ 80gm per acre as Pre-emergence weed management in paddy field.,BARGARH,1
10823,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Pest control in paddy,Recommended to spray Fipronil 5%SC @30 ml in 15 liter of water.,BARGARH,1
10827,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,Recommended to apply Ferterra ( Chlorantraniliprole 0.4 % GR ) @ 4 kg per acre of land for control of stem borer in paddy.,BARGARH,1
10833,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,2 nd dose fertilizer for paddy,"୨୧ ଦିନ ପରେ ପିଲ ସାର ରେ Urea @ 20 kg,potash-5kg as previously give low amount, Zinc sulphate @ 10 kg କିମ୍ବା  Maha zinc @ 5 kg and Ferterra କିମ୍ବା  Thimet @ 4 kg ଏକର ପିଛା ପ୍ରୟୋଗ କରନ୍ତୁ. ",BARGARH,1
10834,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer doses in paddy,"
ଧାନ ରେ ମୂଳ ସାର ହିସାବ ରେ Urea @ 5 kg, DAP (18-46-0) @ 35 kg କିମ୍ବା Gromor (28-28-0) @ 50 kg and MOP @ 15 kg ଏକର ପିଛା ପ୍ରୟୋଗ କରନ୍ତୁ. ",BARGARH,1
10837,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Algae in paddy fields,--Recommended to apply Copper sulphate @ 4 kg in 20 kg of sand per acre to control Blue green Algae in Paddy field.,BARGARH,1
10839,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Stem borer in paddy ,Recommended to apply Carbofuran 12kg+10 kg sand per acre to control Stem borer in paddy ,BARGARH,1
10840,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in Paddy,Recommended to spray Profenofos 50%EC @ 2ml with 1 liter of water for control of Stem borer in Paddy.,BARGARH,1
10841,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem Borer in Rice,"Recommended to spray Emamectin Benzoate 5 % SG @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 Litre water) in Rice

",BARGARH,1
10842,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Yellow Stem borer in Paddy,Recommended to spray Canon (Cypermethrin - 5% + Chloropyriphos - 50% ) @ 2ml with 1 litre of water to control Yellow stem borer in Paddy,BARGARH,1
10848,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Basal dose for Paddy,"Recommended dose is Urea@6-7kg,DAP-25kg and MOP-20kg per acre of land",BARGARH,1
10849,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed Management in Paddy,"Recommended to spray Pyrazosulphuron ethyl 10% WP ( Saathi ) @ 6 g per 15 litre of water for weed management in Paddy
",BARGARH,1
10850,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gall Midge Infestation in Rice,"Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water)  in Rice
  ",BARGARH,1
10851,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder in paddy,Recommended to spray Indoxacarb 15.8% EC @ 120 ml in 200 Litre of water per acre of land (6 ml in 15 Litre water) to control Leaf folder in Paddy.,BARGARH,1
10852,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in  paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) to control stem borer in  paddy,BARGARH,1
10854,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Second fertilizer dose in Paddy,"Recommended to apply Urea @ 25 kg, Zinc sulphate @ 10 kg, Dhanzyme gold @ 5 kg  Ferterra @ 4 kg per acre as second fertilizer dose in Paddy.",BARGARH,1
10862,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer application in paddy ,"Basal dose:35kg DAP+15kg Potash+5kg Urea+Zinc sulphate 10kg+Borax 2kg per acre of land
Tillering stage:20kg Urea+Fertera 4kg+Dhanzyme gold 5kg per acre of land
Panicle initiation stage:18kg Urea+Potash 12kg per acre of land",BARGARH,1
10863,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Post emergence herbicide application ,Recommended to spray Bispyribac sodium @ 120 ml/acre at 10-15 DAT or 2-3 leaf stage of weeds in 140 litres of water. ,BARGARH,1
10868,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Second fertilizer dose in Paddy,"Recommended to apply Urea @ 25 kg, Zinc sulphate @ 10 kg, Dhanzyme gold @ 5 kg  Ferterra @ 4 kg per acre as second fertilizer dose in Paddy.",BARGARH,1
10872,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Paddy medium duration variety ,"Paddy medium duration variety : NP 360 Moti, NP 9558 Sampada, NP 423 Kanak",BARGARH,1
10873,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Weed management in Paddy,"Recommended to broadcast Pretilachlor 50%EC (Rifit, Craze) @ 320ml with 20kg of sand per acre for weed management in Paddy.",BARGARH,1
10875,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Blast disease in paddy,Azoxystrobin 23% SC @ 1 ml per 1 litre. or        ( Azoxystrobin 16.7 % + Tricyclazole 33.3% SC ) @  (1ml/lt of water),BARGARH,1
10876,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Blast in paddy,Recommended to spray Tricyclazole 75%wp 10gm in 15 litres or to spray Filia (Propiconazole - 10.7% + Tricyclazole - 34.2%)15ml in 15 liters water to control Blast in paddy,BARGARH,1
10883,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gall midge in paddy ,--Recommended to spray Fipronil 5%sc 30ml in 15 liters water to control Gall midge in paddy ,BARGARH,1
10885,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Short duration paddy variety," Bayer Arize 6444 gold( 30-35q/acre), NK-5251 , Bayer Arize AZ 8433(130-135 days)",BARGARH,1
10889,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer dose for paddy,DAP-35 kg + potash -15 kg + urea - 6 kg.,BARGARH,1
10890,AGRICULTURE,Cereals,Paddy (Dhan),	Water Management	,Weed management in paddy,Bayer council active 90 g / 200 litre of water for 1 acre of land.,BARGARH,1
10891,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy,Bayer council active - 90 g / 200 litre of water for 1 acre of land.,BARGARH,1
10892,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Fertilizer dose in Paddy,"Recommended to apply at basal dose(Mula sara) DAP-35kg, Urea-5kg and MOP-15kg per acre.",BARGARH,1
10894,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf blast in Paddy field,Recommended to spray Tebuconazole 50%+ Trifloxystrobin 25%WG @ 120gm per acre for controlling Leaf blast in Paddy field.,BARGARH,1
10902,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,BPH IN PADDY,"Recommended to spray Adama Sigalit for BPH in Rice (Pymetrozine 50% WG ) @ 120g/lit of water  per 1 acre of land (9 g per 15 litre water).
",BARGARH,1
10904,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Preemergency weed management in paddy,"Recommended to apply pretilachlor 50ec @ 400ml per acre as pre-emergency weed management in paddy
",BARGARH,1
10910,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy,Recommended to spray SAATHI @   80 g per 20 kg of sand per 1 acre of land .,BARGARH,1
10913,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Fertilizer requirement of Paddy,"Recommended to apply urea @ 20 kg, Dhanzyme gold @ 5 kg with sand and zinc sulphate @ 10 kg in acre basis.",BARGARH,1
10914,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Second fertilizer dose in Paddy,"Recommended to apply Urea @ 20 kg, Zinc sulphate @ 10 kg, Ferterra @ 4 kg , Dhanzyme gold (granule)per acre as second fertilizer dose in Paddy.",BARGARH,1
10916,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem Borer infestation in Rice,Recommended to spray Emamectin Benzoate 5 % SG @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 Litre water)  in Rice,BARGARH,1
10918,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Blast in paddy ,Recommended to spray Tricyclazole 75%wp 120gm in 200 liters water per acre to control Blast in paddy ,BARGARH,1
10919,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,"Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.
",BARGARH,1
10924,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf blight in paddy,Recommended to spray bavistine ( Carbendazim 50% wp ) @ 2gram/1ltr water.,BARGARH,1
10925,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,To know about the 3rd dose of fertilizer in rice,"Recommended to apply urea-30kg, and  spray sagarika @ 400 ml per 200 litre of water per 1 acre of land.",BARGARH,1
10926,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Stem borer in paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) ,BARGARH,1
10928,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,"preemergency weed management in paddy
","Recommended to apply pretilachlor 50ec @ 400ml per acre as pre-emergency weed management in paddy
",BARGARH,1
10933,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer attack in paddy, Ferterra @4kg acre or (Chloropyriphos 50 EC + Cypermethrin 5% EC ) @ 400 ml per 200 litre of water per 1 acre of land,BARGARH,1
10935,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Postemergence weed management in Paddy field,Recommended to spray Almix @ 8gm and Bispyribac Sodium 10SC @ 80ml per acre as Post-emergence weed management in Paddy field.,BARGARH,1
10936,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sheath blight in paddy ,Recommended to spray Hexaconazole 5%sc 30ml in 15 liters water to control Sheath blight in paddy ,BARGARH,1
10937,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer application  at post Tillering stage in paddy ,Recommended to apply 15 kg MOP+Zypmite plus 25 kg per acre at post Tillering stage in paddy ,BARGARH,1
10946,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial Leaf blight in Paddy field,Recommended to spray Copper Oxychloride 50%WP @ 600gm and Plantomycin @ 200gm per acre for controlling Bacterial Leaf blight in Paddy field.,BARGARH,1
10947,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management, Micronutrients application for better growth of paddy ,Recommended to apply Zypmite plus 25 kg per acre for better growth of paddy ,BARGARH,1
10948,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Nutrient deficiency in paddy,Recommended to spray agromin gold @ 6ml/15ltr water.,BARGARH,1
10951,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer attack in paddy,Canon (Cypermethrin - 5% + Chloropyriphos - 50% ) @ 400 ml per 200 litre of water per 1 acre of land ,BARGARH,1
10952,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sucking pest attack in paddy,"Neemazal (neem oil)@ 3ml per litre of water.
imidacloprid 17.8 sl @ 66 ml per 200 litre of water for 1 acre of land(5 ml in 15 litre of water)
",BARGARH,1
10954,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Blast in Paddy,Recommended to spray Tricyclazole 75%WP @ 300gm with 200 liter of water per acre for control of blast in Paddy.,BARGARH,1
10955,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem Borer infestation in Rice,Recommended to spray Emamectin Benzoate 5 % SG @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 Litre water)  in Rice,BARGARH,1
10957,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,White backed plant hopper in Paddy,--Recommended to spray Regent (Fipronil 5% SC) @ 2 ml/l to control White backed plant hopper in Paddy.,BARGARH,1
10961,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) for Stem borer in paddy,BARGARH,1
